user_id,age,age_group,gender,country,account_age_months,subscription_type,monthly_fee,payment_method,primary_device,devices_used,favorite_genre,avg_watch_time_minutes,watch_sessions_per_week,binge_watch_sessions,completion_rate,rating_given,content_interactions,recommendation_click_rate,days_since_last_login,churned
U101148,25,Young,Female,UK,50,Basic,7.99,Debit Card,Mobile,1,Sci-Fi,104,13,10,55,2.4,10,50,59,No
U101149,59,Senior,Female,India,42,Basic,7.99,UPI,Smart TV,3,Thriller,206,9,13,34,1.8,38,96,45,No
U101150,45,Senior,Female,Australia,42,Premium,7.99,Debit Card,Mobile,1,Thriller,245,16,4,96,2,16,91,35,No
U101151,48,Senior,Other,Spain,32,Standard,12.99,UPI,Laptop,3,Sci-Fi,264,3,2,46,4.3,25,52,7,No
U101152,26,Adult,Other,Germany,21,Premium,15.99,PayPal,Laptop,3,Sci-Fi,242,2,0,42,3,16,3,54,No
U101153,46,Senior,Male,Japan,47,Standard,12.99,Credit Card,Mobile,3,Drama,125,8,10,67,4.1,37,73,10,No
U101154,31,Adult,Other,Germany,9,Premium,15.99,UPI,Smart TV,3,Action,136,9,7,45,3.3,24,73,37,No
U101155,57,Senior,Other,Germany,37,Basic,12.99,Debit Card,Smart TV,3,Action,93,3,3,47,4,40,77,49,No
U101156,58,Senior,Other,Australia,16,Basic,7.99,UPI,Tablet,2,Documentary,13,5,9,97,1.4,11,54,3,Yes
U101157,39,Adult,Female,Australia,51,Standard,15.99,PayPal,Mobile,1,Sci-Fi,80,7,13,47,4.5,45,16,56,No
U101158,28,Adult,Male,India,5,Premium,15.99,Credit Card,Laptop,3,Action,218,18,12,70,2.3,9,94,23,No
U101159,40,Adult,Female,Australia,38,Standard,7.99,Credit Card,Laptop,2,Thriller,138,4,2,85,2.4,1,17,1,Yes
U101160,18,Young,Other,Brazil,9,Premium,7.99,PayPal,Smart TV,2,Action,293,14,11,92,1.5,18,41,59,No
U101161,63,Senior,Other,France,6,Standard,15.99,PayPal,Tablet,1,Action,189,19,11,37,2.6,14,27,38,No
U101162,54,Senior,Male,UK,15,Premium,15.99,Debit Card,Smart TV,2,Sci-Fi,153,8,3,71,1.5,5,94,52,No
U101163,38,Adult,Female,Germany,18,Standard,15.99,Debit Card,Laptop,3,Thriller,54,17,8,46,2.7,40,44,16,No
U101164,43,Adult,Other,India,5,Standard,12.99,Credit Card,Smart TV,3,Comedy,168,3,14,40,3.1,17,41,51,No
U101165,63,Senior,Male,Japan,41,Basic,12.99,PayPal,Mobile,2,Drama,78,7,4,33,3.5,2,36,39,No
U101166,53,Senior,Other,Germany,10,Basic,7.99,UPI,Tablet,2,Horror,107,5,10,92,2.1,49,85,46,No
U101167,40,Adult,Other,Australia,43,Basic,12.99,Debit Card,Smart TV,3,Sci-Fi,69,12,12,92,4.1,24,80,7,No
U101168,18,Young,Male,Germany,16,Premium,7.99,PayPal,Tablet,2,Drama,131,8,12,78,3.1,37,1,6,No
U101169,57,Senior,Male,Spain,45,Standard,12.99,UPI,Laptop,2,Comedy,142,1,4,46,2.6,35,27,47,No
U101170,32,Adult,Other,Japan,27,Basic,15.99,UPI,Tablet,1,Horror,12,3,14,30,3.3,2,93,13,No
U101171,38,Adult,Male,USA,49,Standard,15.99,Debit Card,Smart TV,1,Romance,247,14,12,73,1.4,12,88,56,No
U101172,64,Senior,Other,France,40,Standard,7.99,UPI,Laptop,2,Sci-Fi,63,6,12,73,3.3,36,92,36,Yes
U101173,26,Adult,Female,Australia,53,Basic,12.99,UPI,Smart TV,1,Horror,297,5,13,54,3.7,49,24,55,No
U101174,26,Adult,Other,Brazil,23,Standard,7.99,PayPal,Mobile,3,Action,39,9,10,47,2.5,13,92,7,No
U101175,27,Adult,Male,India,28,Standard,7.99,Credit Card,Mobile,3,Horror,118,2,11,71,3.9,39,8,57,No
U101176,43,Adult,Female,India,11,Standard,15.99,Debit Card,Smart TV,1,Sci-Fi,77,13,0,45,1.9,3,77,7,Yes
U101177,58,Senior,Male,Spain,4,Premium,7.99,Credit Card,Tablet,1,Documentary,108,7,10,77,4.9,18,79,43,Yes
U101178,52,Senior,Other,USA,4,Premium,15.99,UPI,Mobile,3,Comedy,250,19,5,71,2.9,0,31,56,Yes
U101179,42,Adult,Male,USA,16,Premium,12.99,PayPal,Laptop,1,Thriller,176,5,9,50,4,22,16,31,No
U101180,43,Adult,Other,UK,56,Premium,12.99,Credit Card,Smart TV,3,Drama,29,7,3,84,4.1,11,77,43,No
U101181,28,Adult,Male,UK,28,Premium,7.99,PayPal,Tablet,3,Action,64,9,6,84,4.3,40,15,47,No
U101182,55,Senior,Male,Australia,29,Basic,15.99,Debit Card,Mobile,3,Sci-Fi,159,18,13,41,2.4,6,36,44,No
U101183,19,Young,Other,Japan,57,Standard,15.99,PayPal,Mobile,1,Sci-Fi,29,11,3,56,2.1,24,23,38,No
U101184,24,Young,Female,Germany,45,Basic,15.99,Debit Card,Smart TV,3,Drama,40,6,9,72,2.4,48,46,35,No
U101185,35,Adult,Other,USA,58,Basic,12.99,Debit Card,Mobile,3,Sci-Fi,40,10,3,70,4.2,19,88,33,No
U101186,44,Adult,Female,India,17,Premium,15.99,Debit Card,Tablet,3,Horror,19,1,1,76,4.6,19,77,42,No
U101187,51,Senior,Female,Canada,6,Premium,15.99,UPI,Tablet,1,Action,197,14,9,58,2,24,67,6,No
U101188,44,Adult,Female,Japan,45,Basic,7.99,Debit Card,Tablet,3,Documentary,130,17,2,82,2.1,15,83,48,No
U101189,34,Adult,Female,Germany,18,Standard,12.99,Debit Card,Tablet,3,Romance,225,14,6,97,3.4,11,93,38,Yes
U101190,60,Senior,Other,Japan,13,Premium,7.99,PayPal,Tablet,1,Sci-Fi,28,16,8,75,1.4,38,79,53,No
U101191,61,Senior,Other,USA,42,Standard,12.99,Debit Card,Mobile,1,Romance,75,7,6,58,4.8,1,45,13,No
U101192,41,Adult,Female,Japan,35,Standard,15.99,PayPal,Laptop,3,Thriller,24,11,3,99,4.5,43,11,21,No
U101193,42,Adult,Female,Australia,25,Premium,15.99,Debit Card,Smart TV,1,Romance,17,1,6,75,3.4,27,14,5,Yes
U101194,24,Young,Female,USA,55,Standard,15.99,UPI,Tablet,3,Action,131,1,4,69,4.8,5,22,53,No
U101195,23,Young,Female,Brazil,35,Basic,12.99,Debit Card,Mobile,1,Action,42,13,0,37,4.4,42,16,1,No
U101196,41,Adult,Female,Germany,42,Premium,7.99,Credit Card,Mobile,3,Horror,105,10,13,94,1.7,37,40,17,Yes
U101197,50,Senior,Female,Spain,11,Basic,7.99,UPI,Tablet,2,Horror,291,19,8,96,3.6,47,43,26,No
U101198,46,Senior,Male,Australia,12,Standard,12.99,Credit Card,Mobile,3,Comedy,194,10,4,69,4.2,2,37,16,No
U101199,60,Senior,Female,Canada,53,Basic,7.99,UPI,Mobile,2,Horror,223,12,14,30,3.8,24,69,21,No
U101200,39,Adult,Male,India,54,Basic,12.99,UPI,Smart TV,2,Thriller,109,15,4,65,4,23,79,48,No
U101201,43,Adult,Other,USA,38,Basic,12.99,PayPal,Tablet,2,Documentary,137,5,0,66,1.8,18,52,54,Yes
U101202,45,Senior,Other,Brazil,32,Standard,12.99,PayPal,Mobile,2,Thriller,281,11,8,85,2,35,85,44,No
U101203,38,Adult,Female,USA,14,Basic,7.99,Credit Card,Smart TV,3,Comedy,236,12,11,92,3.1,40,79,14,No
U101204,24,Young,Other,Japan,25,Premium,12.99,Credit Card,Smart TV,3,Documentary,84,5,2,40,2.1,37,73,14,Yes
U101205,34,Adult,Other,USA,33,Basic,15.99,Debit Card,Smart TV,2,Comedy,157,15,6,96,4,47,87,33,No
U101206,37,Adult,Female,France,48,Standard,7.99,Debit Card,Tablet,1,Drama,242,9,5,97,2.2,9,1,41,Yes
U101207,58,Senior,Other,India,34,Basic,12.99,UPI,Smart TV,1,Drama,291,19,13,68,2.1,37,46,0,No
U101208,37,Adult,Other,France,43,Premium,12.99,PayPal,Mobile,3,Horror,209,7,3,71,3.9,5,22,47,No
U101209,39,Adult,Female,France,39,Premium,7.99,Debit Card,Smart TV,3,Documentary,35,6,11,35,1.6,9,85,51,Yes
U101210,45,Senior,Female,Germany,59,Standard,7.99,Debit Card,Mobile,2,Action,62,2,2,87,1.4,9,20,50,Yes
U101211,57,Senior,Female,Germany,36,Premium,15.99,Debit Card,Smart TV,1,Action,63,13,14,65,1.2,11,47,12,No
U101212,24,Young,Male,Australia,6,Premium,7.99,UPI,Smart TV,1,Comedy,91,18,13,78,4.4,40,71,27,No
U101213,18,Young,Female,Brazil,57,Standard,7.99,Debit Card,Mobile,3,Comedy,24,4,3,77,4.6,8,53,24,No
U101214,49,Senior,Other,Germany,41,Premium,12.99,Debit Card,Laptop,3,Documentary,98,9,11,88,2.9,3,28,7,No
U101215,30,Adult,Female,Canada,4,Premium,12.99,Debit Card,Mobile,2,Horror,10,6,7,87,3.8,15,28,54,No
U101216,47,Senior,Male,USA,7,Standard,15.99,UPI,Tablet,1,Drama,42,16,8,36,1.7,14,86,1,No
U101217,40,Adult,Other,India,35,Basic,15.99,Debit Card,Smart TV,3,Documentary,183,15,2,48,1.6,42,77,15,No
U101218,36,Adult,Male,Spain,19,Standard,7.99,Debit Card,Laptop,3,Horror,96,1,10,54,3.5,24,98,2,Yes
U101219,49,Senior,Other,Brazil,31,Basic,12.99,PayPal,Laptop,2,Horror,130,14,6,77,1.9,47,38,58,Yes
U101220,47,Senior,Female,Spain,20,Standard,15.99,UPI,Mobile,3,Drama,292,4,9,71,1.6,11,10,37,No
U101221,46,Senior,Male,USA,21,Standard,7.99,PayPal,Tablet,1,Drama,170,4,5,53,4.6,37,33,46,No
U101222,62,Senior,Female,Japan,25,Premium,7.99,UPI,Mobile,1,Sci-Fi,272,8,7,57,3.7,39,68,41,No
U101223,46,Senior,Other,France,12,Standard,7.99,PayPal,Smart TV,1,Documentary,136,5,14,44,4.5,28,67,19,No
U101224,47,Senior,Female,Germany,34,Basic,15.99,PayPal,Smart TV,2,Documentary,181,8,1,74,2.5,44,5,59,No
U101225,33,Adult,Female,France,17,Standard,7.99,PayPal,Tablet,1,Horror,232,10,9,45,3.5,37,32,56,Yes
U101226,57,Senior,Other,USA,43,Premium,7.99,PayPal,Tablet,1,Comedy,10,16,13,79,3.2,35,23,11,No
U101227,36,Adult,Male,India,32,Premium,7.99,UPI,Smart TV,2,Sci-Fi,25,9,14,48,4.1,34,37,8,No
U101228,35,Adult,Other,Brazil,1,Premium,12.99,Credit Card,Smart TV,3,Action,138,18,2,95,1.7,49,80,2,Yes
U101229,18,Young,Other,France,15,Standard,12.99,Debit Card,Mobile,1,Documentary,12,11,0,75,5,36,89,3,No
U101230,31,Adult,Female,Brazil,1,Premium,12.99,Credit Card,Mobile,1,Thriller,61,10,4,32,1.9,48,19,53,No
U101231,64,Senior,Other,France,25,Basic,15.99,Credit Card,Mobile,3,Comedy,40,10,0,64,4.8,7,45,53,No
U101232,19,Young,Male,Brazil,7,Premium,15.99,PayPal,Tablet,3,Action,198,14,6,87,4.8,8,31,8,No
U101233,45,Senior,Other,Brazil,34,Premium,12.99,UPI,Tablet,1,Horror,178,12,8,85,3.7,16,98,35,Yes
U101234,47,Senior,Other,France,44,Premium,15.99,PayPal,Smart TV,2,Drama,293,8,4,86,1.6,40,57,43,No
U101235,55,Senior,Female,Australia,6,Basic,15.99,PayPal,Laptop,3,Documentary,232,11,5,67,1,4,17,42,No
U101236,21,Young,Male,Brazil,38,Standard,12.99,PayPal,Mobile,1,Action,122,6,4,47,1.4,25,3,59,No
U101237,18,Young,Female,Japan,36,Standard,15.99,Credit Card,Laptop,3,Sci-Fi,130,5,2,42,3.1,35,88,14,Yes
U101238,25,Young,Female,Germany,1,Premium,15.99,Debit Card,Mobile,2,Action,293,8,7,46,2.1,14,87,32,No
U101239,46,Senior,Male,Australia,15,Standard,12.99,Debit Card,Laptop,2,Action,235,10,8,71,3.4,6,73,15,Yes
U101240,56,Senior,Male,Australia,13,Premium,12.99,Debit Card,Smart TV,2,Drama,227,3,11,47,3.3,31,47,47,No
U101241,20,Young,Other,Australia,21,Standard,12.99,Debit Card,Mobile,2,Romance,54,9,12,91,1.4,19,58,43,Yes
U101242,49,Senior,Male,Canada,13,Premium,12.99,PayPal,Tablet,1,Horror,147,8,4,67,2.5,26,27,10,No
U101243,27,Adult,Female,Japan,40,Basic,12.99,UPI,Smart TV,1,Horror,267,8,5,48,4.7,36,89,10,No
U101244,27,Adult,Male,Spain,17,Standard,15.99,Debit Card,Mobile,3,Horror,225,17,9,99,1.6,31,22,9,No
U101245,36,Adult,Male,Canada,17,Premium,12.99,Debit Card,Mobile,3,Sci-Fi,285,12,12,80,2,45,13,59,No
U101246,63,Senior,Male,France,12,Standard,7.99,PayPal,Laptop,1,Romance,266,1,2,67,4.1,6,51,31,No
U101247,51,Senior,Female,France,34,Basic,12.99,Debit Card,Mobile,2,Thriller,11,14,5,63,2.9,44,9,45,No
U101248,50,Senior,Other,India,39,Standard,12.99,PayPal,Mobile,1,Drama,164,6,13,48,1.5,23,43,28,No
U101249,40,Adult,Other,Brazil,40,Standard,7.99,UPI,Tablet,3,Drama,117,15,10,74,2.5,37,72,24,Yes
U101250,45,Senior,Female,Brazil,11,Standard,15.99,Debit Card,Tablet,1,Thriller,117,18,7,77,1.4,6,36,13,No
U101251,49,Senior,Other,USA,14,Premium,15.99,UPI,Mobile,2,Comedy,196,9,1,37,3.4,17,4,44,No
U101252,24,Young,Other,Germany,15,Standard,15.99,PayPal,Laptop,2,Sci-Fi,239,18,8,44,3.2,29,50,58,No
U101253,46,Senior,Female,Japan,23,Basic,15.99,PayPal,Mobile,1,Action,269,19,0,38,4.4,32,52,18,No
U101254,25,Young,Female,Spain,4,Basic,12.99,Debit Card,Smart TV,1,Horror,177,6,10,77,2,38,9,55,No
U101255,18,Young,Other,Germany,33,Premium,12.99,Credit Card,Laptop,1,Action,112,17,5,76,1.2,13,78,32,No
U101256,20,Young,Male,Spain,25,Premium,15.99,UPI,Mobile,3,Horror,299,17,5,57,1.4,11,89,54,No
U101257,41,Adult,Other,Brazil,45,Basic,12.99,UPI,Smart TV,3,Sci-Fi,289,3,3,68,2,30,76,13,No
U101258,40,Adult,Male,Japan,41,Basic,15.99,PayPal,Mobile,2,Thriller,178,6,2,99,1.2,7,58,49,No
U101259,25,Young,Female,USA,22,Standard,12.99,Credit Card,Laptop,1,Drama,256,11,6,99,1.4,44,54,41,No
U101260,64,Senior,Male,Japan,32,Standard,7.99,PayPal,Tablet,2,Drama,157,2,1,47,1.8,47,76,39,No
U101261,54,Senior,Male,Canada,1,Standard,12.99,UPI,Smart TV,2,Thriller,132,8,11,85,2.6,37,22,41,No
U101262,20,Young,Male,USA,24,Standard,15.99,PayPal,Laptop,1,Sci-Fi,41,10,9,94,1.4,12,99,35,No
U101263,50,Senior,Female,Australia,53,Standard,12.99,Credit Card,Mobile,3,Action,260,14,2,32,1.6,3,77,9,No
U101264,45,Senior,Other,UK,7,Standard,15.99,UPI,Laptop,1,Sci-Fi,221,1,6,94,4.5,29,79,3,Yes
U101265,64,Senior,Other,Australia,43,Premium,12.99,Credit Card,Smart TV,3,Romance,164,3,9,82,2.2,7,3,15,No
U101266,25,Young,Male,France,57,Premium,12.99,PayPal,Laptop,3,Thriller,67,3,7,97,4.4,48,85,34,No
U101267,51,Senior,Other,France,37,Standard,15.99,Credit Card,Tablet,1,Thriller,26,17,4,67,2.5,7,58,3,No
U101268,52,Senior,Female,Australia,6,Premium,12.99,Credit Card,Mobile,2,Horror,177,19,6,47,2.5,13,33,43,No
U101269,49,Senior,Female,Japan,15,Premium,15.99,UPI,Smart TV,2,Romance,52,4,8,74,3.5,8,22,25,No
U101270,41,Adult,Female,Australia,53,Premium,12.99,Credit Card,Smart TV,2,Horror,144,7,6,86,3.8,33,11,11,No
U101271,31,Adult,Female,Brazil,34,Standard,7.99,Debit Card,Smart TV,1,Action,227,19,5,92,2.6,5,46,42,No
U101272,49,Senior,Other,UK,1,Standard,7.99,Debit Card,Tablet,3,Comedy,15,2,14,49,4.2,41,65,21,No
U101273,63,Senior,Male,Canada,39,Basic,12.99,UPI,Mobile,1,Sci-Fi,177,16,12,45,3.4,4,6,9,Yes
U101274,60,Senior,Male,Japan,51,Premium,15.99,Credit Card,Mobile,2,Horror,205,2,1,69,4.8,39,91,53,No
U101275,33,Adult,Male,Canada,8,Standard,12.99,Credit Card,Laptop,1,Sci-Fi,260,2,9,86,3.1,26,16,23,No
U101276,21,Young,Female,Australia,35,Premium,12.99,UPI,Tablet,1,Documentary,90,15,8,48,3.1,7,25,56,No
U101277,54,Senior,Other,France,12,Basic,7.99,UPI,Laptop,1,Horror,164,17,11,30,3.3,14,79,6,Yes
U101278,38,Adult,Other,Germany,46,Premium,12.99,PayPal,Smart TV,2,Sci-Fi,226,17,5,84,2.3,1,98,58,No
U101279,31,Adult,Other,Brazil,24,Basic,15.99,Debit Card,Tablet,2,Thriller,176,8,13,74,1.5,29,56,17,No
U101280,48,Senior,Other,USA,1,Standard,12.99,Debit Card,Tablet,1,Romance,172,11,4,57,4.3,42,11,13,No
U101281,35,Adult,Other,Spain,13,Basic,15.99,UPI,Mobile,2,Action,274,6,9,61,4.3,19,37,52,No
U101282,24,Young,Other,UK,37,Basic,7.99,UPI,Mobile,3,Thriller,182,2,8,76,3.5,33,11,49,No
U101283,27,Adult,Male,Germany,15,Basic,12.99,Debit Card,Tablet,3,Romance,182,7,13,59,2.4,37,16,21,No
U101284,24,Young,Female,Canada,34,Standard,15.99,PayPal,Smart TV,2,Thriller,274,12,6,47,3.6,49,37,35,No
U101285,50,Senior,Male,UK,37,Basic,7.99,PayPal,Tablet,1,Horror,247,12,6,53,4.5,8,33,5,No
U101286,40,Adult,Other,UK,13,Basic,15.99,Debit Card,Laptop,3,Drama,29,18,0,35,1.9,35,41,59,No
U101287,38,Adult,Female,Japan,16,Standard,12.99,PayPal,Smart TV,1,Thriller,162,4,6,43,1.6,32,13,42,No
U101288,36,Adult,Female,Germany,36,Standard,7.99,Credit Card,Smart TV,1,Thriller,277,18,12,65,2.9,4,80,7,No
U101289,36,Adult,Female,UK,6,Premium,7.99,Credit Card,Laptop,3,Horror,173,9,0,41,3,48,36,40,No
U101290,53,Senior,Female,Germany,53,Standard,7.99,UPI,Laptop,2,Drama,115,6,12,46,4.8,25,28,11,No
U101291,46,Senior,Other,Japan,50,Premium,7.99,PayPal,Tablet,1,Sci-Fi,27,3,9,80,2,37,96,57,No
U101292,35,Adult,Other,UK,34,Standard,15.99,Debit Card,Smart TV,2,Horror,211,14,1,97,1.8,5,81,36,No
U101293,19,Young,Female,Germany,12,Basic,12.99,Credit Card,Laptop,2,Romance,212,18,3,60,4.7,17,21,15,No
U101294,18,Young,Other,India,54,Premium,12.99,Debit Card,Smart TV,2,Drama,25,7,10,57,3.9,34,38,15,No
U101295,64,Senior,Female,Australia,51,Standard,7.99,Credit Card,Tablet,2,Comedy,34,8,11,91,2.3,32,37,11,No
U101296,22,Young,Other,France,44,Basic,7.99,PayPal,Tablet,1,Horror,93,6,2,63,4.3,43,58,10,No
U101297,37,Adult,Female,Australia,38,Basic,12.99,Credit Card,Tablet,1,Thriller,285,17,8,77,3.5,41,0,23,No
U101298,28,Adult,Other,USA,47,Basic,7.99,Debit Card,Mobile,2,Horror,259,19,2,54,4.3,12,91,42,No
U101299,59,Senior,Male,India,49,Basic,7.99,Credit Card,Smart TV,1,Horror,149,3,4,42,2.6,7,49,26,No
U101300,19,Young,Male,Brazil,36,Standard,12.99,UPI,Smart TV,3,Drama,150,17,13,37,4.3,25,93,44,Yes
U101301,20,Young,Other,Brazil,43,Premium,7.99,Debit Card,Laptop,2,Drama,176,18,14,64,1.9,6,75,39,Yes
U101302,40,Adult,Other,Japan,24,Standard,7.99,Debit Card,Tablet,3,Documentary,57,17,12,55,1.2,10,80,18,No
U101303,29,Adult,Male,France,4,Basic,7.99,Credit Card,Tablet,1,Thriller,85,2,7,80,2.5,35,25,38,No
U101304,37,Adult,Other,Brazil,25,Premium,12.99,Credit Card,Laptop,3,Drama,202,14,1,46,1.8,33,46,18,No
U101305,22,Young,Female,Canada,51,Basic,12.99,PayPal,Tablet,3,Action,94,8,8,40,3.1,42,22,9,No
U101306,54,Senior,Other,India,41,Premium,7.99,PayPal,Tablet,1,Thriller,230,13,8,41,3.1,14,64,33,No
U101307,55,Senior,Other,Japan,11,Premium,15.99,UPI,Laptop,2,Sci-Fi,57,1,3,64,2.7,27,22,44,Yes
U101308,47,Senior,Male,USA,46,Standard,12.99,UPI,Tablet,3,Drama,188,10,0,93,1.5,16,68,28,No
U101309,26,Adult,Male,France,3,Standard,12.99,Credit Card,Tablet,2,Drama,123,15,3,74,4.1,34,39,27,No
U101310,51,Senior,Other,Spain,7,Standard,12.99,Credit Card,Laptop,1,Sci-Fi,39,2,9,72,2.4,40,86,59,No
U101311,61,Senior,Female,Japan,54,Basic,7.99,PayPal,Tablet,3,Action,152,12,14,79,1.8,18,85,49,No
U101312,52,Senior,Other,Spain,56,Basic,12.99,Credit Card,Laptop,2,Horror,191,8,3,76,4.4,46,17,46,No
U101313,39,Adult,Female,Spain,11,Standard,12.99,Credit Card,Tablet,2,Action,45,11,2,89,3.3,7,43,31,No
U101314,61,Senior,Female,India,1,Premium,12.99,Debit Card,Laptop,3,Sci-Fi,18,4,0,70,3.8,17,6,21,Yes
U101315,41,Adult,Other,India,41,Basic,12.99,Debit Card,Tablet,3,Comedy,255,18,12,85,3.8,18,33,27,No
U101316,34,Adult,Female,Japan,55,Premium,7.99,PayPal,Laptop,2,Documentary,211,16,7,97,2.3,8,90,32,No
U101317,27,Adult,Male,Spain,41,Basic,7.99,Debit Card,Mobile,2,Thriller,290,4,7,64,2.8,34,45,58,No
U101318,47,Senior,Female,Spain,59,Premium,7.99,Debit Card,Smart TV,3,Horror,252,2,4,77,3.8,13,10,2,Yes
U101319,63,Senior,Female,Japan,49,Standard,12.99,Credit Card,Laptop,1,Action,26,8,3,81,4.7,24,37,24,Yes
U101320,40,Adult,Female,Canada,26,Standard,7.99,Debit Card,Tablet,2,Romance,217,19,4,79,3.5,25,56,39,No
U101321,49,Senior,Male,Australia,54,Premium,15.99,Credit Card,Mobile,3,Romance,79,9,1,82,3,20,75,34,No
U101322,34,Adult,Male,Australia,14,Basic,15.99,UPI,Laptop,3,Documentary,264,16,14,47,2,42,79,56,No
U101323,34,Adult,Other,India,47,Standard,12.99,Debit Card,Mobile,2,Thriller,279,14,11,94,3.8,45,9,57,No
U101324,31,Adult,Female,Canada,42,Basic,12.99,Debit Card,Laptop,2,Thriller,25,11,1,82,4.9,10,21,15,No
U101325,26,Adult,Male,France,16,Standard,7.99,Debit Card,Laptop,3,Drama,33,4,9,61,4.1,40,30,6,No
U101326,57,Senior,Female,Canada,12,Basic,7.99,PayPal,Mobile,3,Comedy,284,10,6,36,2.2,34,75,39,No
U101327,19,Young,Female,Brazil,52,Standard,7.99,PayPal,Smart TV,2,Drama,193,7,5,86,1.1,36,84,36,Yes
U101328,62,Senior,Other,Spain,29,Standard,15.99,Credit Card,Mobile,3,Documentary,174,9,14,66,2.1,5,11,19,No
U101329,42,Adult,Female,Germany,59,Premium,15.99,PayPal,Smart TV,1,Thriller,239,17,5,48,3.4,27,43,53,Yes
U101330,56,Senior,Male,Canada,32,Standard,12.99,Debit Card,Smart TV,2,Romance,11,19,13,33,2.1,23,83,38,Yes
U101331,26,Adult,Other,France,10,Premium,7.99,Credit Card,Laptop,1,Documentary,224,10,7,53,4.8,32,31,47,Yes
U101332,39,Adult,Other,France,29,Premium,7.99,PayPal,Laptop,1,Comedy,99,10,10,79,4,19,94,59,No
U101333,60,Senior,Female,Germany,38,Basic,15.99,Debit Card,Laptop,1,Documentary,279,9,12,57,4.6,24,37,37,No
U101334,63,Senior,Female,France,19,Basic,12.99,PayPal,Tablet,3,Documentary,14,5,9,65,1.5,0,11,19,No
U101335,21,Young,Male,Germany,55,Basic,7.99,UPI,Laptop,2,Romance,256,14,4,58,2.2,22,7,15,Yes
U101336,43,Adult,Female,Brazil,9,Basic,7.99,UPI,Laptop,2,Drama,41,13,5,66,1.7,40,82,4,No
U101337,46,Senior,Male,Germany,51,Basic,15.99,PayPal,Tablet,3,Sci-Fi,153,17,8,31,1.5,33,93,33,No
U101338,62,Senior,Female,Canada,25,Standard,12.99,Debit Card,Tablet,2,Sci-Fi,224,14,14,91,3.3,18,75,16,No
U101339,51,Senior,Male,Japan,19,Basic,15.99,UPI,Tablet,1,Comedy,183,1,5,40,1.8,48,31,17,No
U101340,40,Adult,Female,Germany,39,Standard,7.99,Debit Card,Laptop,1,Thriller,116,18,7,39,2.6,49,6,44,No
U101341,54,Senior,Other,France,9,Standard,12.99,UPI,Laptop,3,Comedy,47,3,4,50,2,1,17,10,No
U101342,28,Adult,Male,India,17,Standard,15.99,Credit Card,Mobile,2,Comedy,81,6,14,46,4.7,21,85,21,No
U101343,23,Young,Other,USA,27,Standard,15.99,UPI,Smart TV,2,Horror,18,9,5,53,2,45,25,25,Yes
U101344,35,Adult,Other,UK,50,Standard,7.99,Credit Card,Laptop,1,Action,282,18,6,47,1.2,18,52,9,No
U101345,38,Adult,Other,Brazil,8,Basic,12.99,Credit Card,Tablet,3,Action,169,2,13,86,3.9,25,32,5,No
U101346,59,Senior,Other,USA,23,Standard,12.99,Debit Card,Mobile,2,Sci-Fi,56,7,14,53,4.4,25,60,30,No
U101347,53,Senior,Male,USA,55,Premium,7.99,Credit Card,Tablet,3,Thriller,152,18,10,78,2,11,56,6,Yes
U101348,58,Senior,Female,Australia,55,Premium,7.99,UPI,Tablet,1,Thriller,70,6,0,32,2.7,47,69,23,Yes
U101349,55,Senior,Other,UK,13,Premium,7.99,PayPal,Smart TV,1,Documentary,293,12,4,77,2.2,2,39,57,No
U101350,51,Senior,Female,India,41,Standard,15.99,Debit Card,Smart TV,1,Documentary,254,8,5,76,1.5,37,37,16,No
U101351,34,Adult,Male,Australia,8,Standard,12.99,UPI,Smart TV,3,Sci-Fi,148,13,0,72,1.1,42,14,58,No
U101352,54,Senior,Female,Spain,13,Basic,15.99,UPI,Mobile,1,Thriller,277,16,10,39,3.7,0,48,10,No
U101353,42,Adult,Male,India,13,Premium,15.99,Credit Card,Tablet,3,Comedy,171,9,8,33,4.1,5,47,3,No
U101354,55,Senior,Female,Spain,55,Premium,7.99,Credit Card,Laptop,1,Action,148,2,0,62,2,1,23,9,No
U101355,29,Adult,Male,Brazil,17,Standard,7.99,Debit Card,Tablet,2,Drama,187,1,9,65,1.8,42,55,19,Yes
U101356,40,Adult,Male,Brazil,20,Standard,7.99,Credit Card,Mobile,2,Horror,130,19,5,36,1.3,23,34,11,No
U101357,59,Senior,Female,Spain,5,Standard,7.99,Debit Card,Mobile,2,Horror,297,2,7,80,4.5,44,61,24,No
U101358,39,Adult,Other,France,25,Basic,15.99,PayPal,Laptop,2,Action,153,2,4,70,2.4,37,11,34,Yes
U101359,38,Adult,Other,USA,16,Premium,7.99,Debit Card,Tablet,1,Documentary,168,7,12,97,1.7,17,44,48,No
U101360,44,Adult,Female,USA,43,Standard,7.99,Debit Card,Tablet,1,Horror,209,11,6,55,1.5,3,81,30,Yes
U101361,48,Senior,Other,UK,18,Standard,15.99,UPI,Smart TV,2,Comedy,132,13,8,50,2.1,18,96,9,No
U101362,23,Young,Other,Canada,59,Standard,7.99,Credit Card,Laptop,2,Action,195,18,13,33,1.8,0,32,35,Yes
U101363,44,Adult,Male,Japan,9,Premium,15.99,Debit Card,Laptop,1,Sci-Fi,286,15,13,52,2.4,41,70,43,Yes
U101364,57,Senior,Female,Brazil,35,Standard,15.99,Debit Card,Tablet,3,Romance,252,14,1,69,1.3,26,8,45,No
